sn,streamtype,timestamp,level,invalid_the_geom
173212,Trash,06/05/2014 01:10:00 PM,YELLOW,"(40.0251, -75.2226)"
173190,Trash,06/05/2014 01:07:00 PM,GREEN,"(40.0248, -75.222)"
1401909,Trash,06/05/2014 01:07:00 PM,GREEN,"(39.96018651, -75.22561539)"
173284,Trash,06/05/2014 01:07:00 PM,GREEN,"(40.0247, -75.2216)"
1401926,Trash,06/05/2014 01:07:00 PM,GREEN,"(39.95997845, -75.22534903)"
173185,Trash,06/05/2014 01:06:00 PM,GREEN,"(40.0246, -75.2216)"
173243,Trash,06/05/2014 01:05:00 PM,GREEN,"(40.0243, -75.2209)"
173179,Trash,06/05/2014 01:05:00 PM,GREEN,"(40.0242, -75.2211)"
173247,Trash,06/05/2014 01:03:00 PM,GREEN,"(40.0234, -75.2199)"
1401928,Trash,06/05/2014 01:03:00 PM,GREEN,"(39.9608485, -75.23280908)"
1401889,Trash,06/05/2014 01:02:00 PM,GREEN,"(39.96084112, -75.23300385)"
171933,Trash,06/05/2014 01:01:00 PM,GREEN,"(39.9482, -75.1426)"
173176,Trash,06/05/2014 01:01:00 PM,GREEN,"(40.0233, -75.2197)"
173182,Trash,06/05/2014 12:59:00 PM,GREEN,"(40.0221, -75.2182)"
173192,Trash,06/05/2014 12:59:00 PM,GREEN,"(40.0222, -75.2184)"
172022,Trash,06/05/2014 12:57:00 PM,YELLOW,"(39.9504, -75.16)"
1401964,Trash,06/05/2014 12:56:00 PM,GREEN,"(39.96257299, -75.24668284)"
171759,Trash,06/05/2014 12:52:00 PM,RED,"(39.95204623, -75.16138268)"
171988,Trash,06/05/2014 12:50:00 PM,GREEN,"(39.9537, -75.1685)"
171767,Trash,06/05/2014 12:48:00 PM,RED,"(39.95066169, -75.16168775)"
174433,Trash,06/05/2014 12:48:00 PM,GREEN,"(40.02967677, -75.05588775)"
173175,Trash,06/05/2014 12:41:00 PM,GREEN,"(40.0583, -75.1894)"
173087,Trash,06/05/2014 12:41:00 PM,RED,"(40.0584, -75.1895)"
173261,Trash,06/05/2014 12:38:00 PM,GREEN,"(40.0591, -75.1901)"
171823,Trash,06/05/2014 12:36:00 PM,GREEN,"(39.94984393, -75.15538735)"
173138,Trash,06/05/2014 12:35:00 PM,RED,"(40.06, -75.1909)"
172230,Trash,06/05/2014 12:32:00 PM,GREEN,"(40.0604, -75.1913)"
172064,Trash,06/05/2014 12:31:00 PM,GREEN,"(39.95900936, -75.1739359)"
173174,Trash,06/05/2014 12:30:00 PM,GREEN,"(39.941235, -75.14647091)"
172242,Trash,06/05/2014 12:29:00 PM,GREEN,"(40.0612, -75.1919)"
172189,Trash,06/05/2014 12:27:00 PM,GREEN,"(39.9466, -75.1628)"
171920,Trash,06/05/2014 12:27:00 PM,GREEN,"(40.0637, -75.1938)"
174450,Trash,06/05/2014 12:25:00 PM,GREEN,"(40.06815538, -75.19792076)"
174289,Trash,06/05/2014 12:24:00 PM,YELLOW,"(39.95483085, -75.18327794)"
174452,Trash,06/05/2014 12:21:00 PM,GREEN,"(40.0694, -75.1997)"
174447,Trash,06/05/2014 12:17:00 PM,YELLOW,"(40.07197389, -75.20189656)"
174300,Trash,06/05/2014 12:15:00 PM,GREEN,"(40.0731, -75.2027)"
172201,Trash,06/05/2014 12:14:00 PM,YELLOW,"(39.9492645, -75.1508498)"
173231,Trash,06/05/2014 12:14:00 PM,GREEN,"(40.0005, -75.1665)"
173232,Trash,06/05/2014 12:12:00 PM,RED,"(40.00009591, -75.16644099)"
172022,Trash,06/05/2014 12:11:00 PM,YELLOW,"(39.9504, -75.16)"
173245,Trash,06/05/2014 12:10:00 PM,YELLOW,"(39.9254, -75.2343)"
173236,Trash,06/05/2014 12:06:00 PM,GREEN,"(39.9603, -75.197)"
172148,Trash,06/05/2014 12:01:00 PM,GREEN,"(39.99713984, -75.16720962)"
173078,Trash,06/05/2014 11:59:00 AM,GREEN,"(39.9613, -75.1989)"
173178,Trash,06/05/2014 11:57:00 AM,GREEN,"(40.0229, -75.2192)"
173064,Trash,06/05/2014 11:56:00 AM,GREEN,"(39.96195751, -75.20016899)"
173089,Trash,06/05/2014 11:55:00 AM,GREEN,"(39.9623, -75.2009)"
173073,Trash,06/05/2014 11:52:00 AM,GREEN,"(39.9627, -75.2016)"
173283,Trash,06/05/2014 11:51:00 AM,GREEN,"(39.96287724, -75.20193686)"
1400013,Trash,06/05/2014 11:50:00 AM,GREEN,"(40.07439759, -75.20384945)"
173056,Trash,06/05/2014 11:50:00 AM,GREEN,"(39.9636, -75.203)"
174241,Trash,06/05/2014 11:49:00 AM,GREEN,"(40.07386568, -75.20309464)"
173154,Trash,06/05/2014 11:47:00 AM,GREEN,"(39.9639, -75.2036)"
174224,Trash,06/05/2014 11:45:00 AM,RED,"(40.07195977, -75.20154292)"
174761,Trash,06/05/2014 11:44:00 AM,GREEN,"(40.071078, -75.20099697)"
174785,Trash,06/05/2014 11:44:00 AM,GREEN,"(39.9564, -75.2418)"
174228,Trash,06/05/2014 11:43:00 AM,GREEN,"(40.03377125, -75.04663563)"
174430,Trash,06/05/2014 11:43:00 AM,GREEN,"(40.0706, -75.2006)"
173103,Trash,06/05/2014 11:41:00 AM,GREEN,"(39.965, -75.2054)"
174448,Trash,06/05/2014 11:41:00 AM,GREEN,"(40.06961642, -75.19970344)"
174779,Trash,06/05/2014 11:41:00 AM,GREEN,"(39.95773527, -75.24170729)"
173098,Trash,06/05/2014 11:40:00 AM,GREEN,"(39.965, -75.2056)"
174217,Trash,06/05/2014 11:38:00 AM,GREEN,"(40.0681, -75.1979)"
174765,Trash,06/05/2014 11:38:00 AM,GREEN,"(39.95878618, -75.24132338)"
173096,Trash,06/05/2014 11:37:00 AM,GREEN,"(39.9658, -75.2067)"
174877,Trash,06/05/2014 11:35:00 AM,GREEN,"(39.96034, -75.24104)"
174294,Trash,06/05/2014 11:35:00 AM,GREEN,"(39.96061381, -75.24122875)"
173173,Trash,06/05/2014 11:35:00 AM,GREEN,"(40.0652, -75.1957)"
173132,Trash,06/05/2014 11:34:00 AM,GREEN,"(39.9672, -75.209)"
172243,Trash,06/05/2014 11:33:00 AM,GREEN,"(40.0629, -75.193)"
1401967,Trash,06/05/2014 11:33:00 AM,GREEN,"(39.96188317, -75.24090014)"
171855,Trash,06/05/2014 11:32:00 AM,GREEN,"(39.9497, -75.1554)"
1401942,Trash,06/05/2014 11:32:00 AM,GREEN,"(39.96183701, -75.2407498)"
172216,Trash,06/05/2014 11:32:00 AM,GREEN,"(40.0611, -75.1917)"
174271,Trash,06/05/2014 11:31:00 AM,GREEN,"(39.96211924, -75.24085942)"
174291,Trash,06/05/2014 11:31:00 AM,GREEN,"(39.96208503, -75.24058391)"
173035,Trash,06/05/2014 11:30:00 AM,YELLOW,"(40.0602, -75.1911)"
173102,Trash,06/05/2014 11:29:00 AM,GREEN,"(39.9677, -75.2098)"
173140,Trash,06/05/2014 11:29:00 AM,GREEN,"(40.06, -75.191)"
173136,Trash,06/05/2014 11:28:00 AM,RED,"(40.0598, -75.1907)"
173122,Trash,06/05/2014 11:26:00 AM,GREEN,"(40.0592, -75.1902)"
173041,Trash,06/05/2014 11:25:00 AM,GREEN,"(40.0585, -75.1894)"
173273,Trash,06/05/2014 11:24:00 AM,GREEN,"(40.0583, -75.1892)"
173135,Trash,06/05/2014 11:22:00 AM,GREEN,"(40.0579, -75.1887)"
171837,Trash,06/05/2014 11:22:00 AM,GREEN,"(39.9498, -75.1556)"
173113,Trash,06/05/2014 11:20:00 AM,YELLOW,"(40.0569, -75.1881)"
173134,Trash,06/05/2014 11:20:00 AM,GREEN,"(40.0569, -75.188)"
173115,Trash,06/05/2014 11:18:00 AM,GREEN,"(40.05546381, -75.18725691)"
174763,Trash,06/05/2014 11:16:00 AM,GREEN,"(40.0707, -75.1573)"
173265,Trash,06/05/2014 11:14:00 AM,YELLOW,"(40.0547, -75.1869)"
173072,Trash,06/05/2014 11:13:00 AM,GREEN,"(40.0547, -75.1868)"
173224,Trash,06/05/2014 11:12:00 AM,YELLOW,"(40.054, -75.1865)"
1401965,Trash,06/05/2014 11:12:00 AM,GREEN,"(39.98988906, -75.2507912)"
173077,Trash,06/05/2014 11:11:00 AM,GREEN,"(39.9418, -75.1808)"
173152,Trash,06/05/2014 11:09:00 AM,YELLOW,"(40.05325723, -75.1861909)"
173170,Trash,06/05/2014 11:01:00 AM,RED,"(40.0518, -75.1853)"
1401935,Trash,06/05/2014 11:01:00 AM,GREEN,"(39.98852327, -75.25003796)"
1401898,Trash,06/05/2014 11:00:00 AM,YELLOW,"(39.942866, -75.17537)"
172220,Trash,06/05/2014 10:59:00 AM,GREEN,"(40.05122667, -75.18496707)"
173092,Trash,06/05/2014 10:56:00 AM,GREEN,"(39.96870682, -75.21141617)"
173139,Trash,06/05/2014 10:56:00 AM,YELLOW,"(40.05954203, -75.19035066)"
173075,Trash,06/05/2014 10:55:00 AM,GREEN,"(39.96689722, -75.20955265)"
173040,Trash,06/05/2014 10:55:00 AM,GREEN,"(40.04979323, -75.18427318)"
173148,Trash,06/05/2014 10:53:00 AM,GREEN,"(40.0493, -75.184)"
173207,Trash,06/05/2014 10:52:00 AM,GREEN,"(40.049, -75.1838)"
173088,Trash,06/05/2014 10:51:00 AM,GREEN,"(39.9655, -75.2061)"
1401897,Trash,06/05/2014 10:51:00 AM,GREEN,"(39.94377015, -75.18195291)"
173259,Trash,06/05/2014 10:50:00 AM,YELLOW,"(40.0482, -75.1834)"
171805,Trash,06/05/2014 10:49:00 AM,GREEN,"(39.94985497, -75.15558927)"
173039,Trash,06/05/2014 10:49:00 AM,GREEN,"(40.0481, -75.1833)"
173151,Trash,06/05/2014 10:48:00 AM,YELLOW,"(40.0469, -75.1828)"
173070,Trash,06/05/2014 10:47:00 AM,GREEN,"(39.96516035, -75.20536437)"
174230,Trash,06/05/2014 10:47:00 AM,YELLOW,"(39.94234548, -75.17926109)"
173217,Trash,06/05/2014 10:47:00 AM,GREEN,"(40.047, -75.1828)"
173195,Trash,06/05/2014 10:45:00 AM,GREEN,"(40.04593963, -75.18228775)"
173076,Trash,06/05/2014 10:45:00 AM,GREEN,"(39.9643, -75.2041)"
173194,Trash,06/05/2014 10:44:00 AM,GREEN,"(40.04583019, -75.18211225)"
171914,Trash,06/05/2014 10:44:00 AM,GREEN,"(39.95308374, -75.15161073)"
173101,Trash,06/05/2014 10:44:00 AM,GREEN,"(39.9639, -75.2033)"
172053,Trash,06/05/2014 10:44:00 AM,GREEN,"(39.96329163, -75.20232408)"
173186,Trash,06/05/2014 10:43:00 AM,YELLOW,"(40.04492976, -75.18170921)"
173044,Trash,06/05/2014 10:42:00 AM,GREEN,"(40.04365441, -75.18115213)"
173237,Trash,06/05/2014 10:39:00 AM,GREEN,"(40.0433, -75.1809)"
1401904,Trash,06/05/2014 10:38:00 AM,GREEN,"(39.9402852, -75.17597753)"
171758,Trash,06/05/2014 10:37:00 AM,GREEN,"(39.9520373, -75.159109)"
173111,Trash,06/05/2014 10:29:00 AM,GREEN,"(39.9615, -75.1992)"
173060,Trash,06/05/2014 10:25:00 AM,YELLOW,"(39.9602, -75.1967)"
174236,Trash,06/05/2014 10:24:00 AM,YELLOW,"(40.03674929, -75.17552723)"
173159,Trash,06/05/2014 10:22:00 AM,RED,"(39.93411106, -75.15838047)"
174223,Trash,06/05/2014 10:21:00 AM,YELLOW,"(40.0352619, -75.17419358)"
172222,Trash,06/05/2014 10:21:00 AM,GREEN,"(39.94542056, -75.17174828)"
174276,Trash,06/05/2014 10:20:00 AM,GREEN,"(39.9558, -75.1911)"
174221,Trash,06/05/2014 10:18:00 AM,GREEN,"(39.99526165, -75.13963411)"
1400016,Trash,06/05/2014 10:18:00 AM,RED,"(39.9951, -75.1395)"
174304,Trash,06/05/2014 10:17:00 AM,GREEN,"(40.03497125, -75.17362146)"
174297,Trash,06/05/2014 10:15:00 AM,GREEN,"(39.955, -75.1853)"
174551,Trash,06/05/2014 10:14:00 AM,GREEN,"(39.99357809, -75.13982682)"
173147,Trash,06/05/2014 10:14:00 AM,YELLOW,"(39.93, -75.1632)"
171858,Trash,06/05/2014 10:08:00 AM,GREEN,"(39.9453, -75.1787)"
174465,Trash,06/05/2014 10:03:00 AM,YELLOW,"(39.9889, -75.1408)"
174296,Trash,06/05/2014 09:56:00 AM,GREEN,"(39.9881, -75.1287)"
1401949,Trash,06/05/2014 09:52:00 AM,GREEN,"(39.97838632, -75.26749726)"
174863,Trash,06/05/2014 09:48:00 AM,RED,"(39.95494935, -75.18354099)"
173188,Trash,06/05/2014 09:46:00 AM,GREEN,"(40.0161, -75.2105)"
1401931,Trash,06/05/2014 09:44:00 AM,GREEN,"(39.97455103, -75.26031249)"
1401885,Trash,06/05/2014 09:41:00 AM,GREEN,"(39.97811099, -75.26701802)"
1401913,Trash,06/05/2014 09:41:00 AM,GREEN,"(39.97640092, -75.26421779)"
174856,Trash,06/05/2014 09:41:00 AM,GREEN,"(39.9549, -75.1809)"
174764,Trash,06/05/2014 09:40:00 AM,GREEN,"(39.95462056, -75.18100828)"
174222,Trash,06/05/2014 09:40:00 AM,GREEN,"(40.0341, -75.046)"
171892,Trash,06/05/2014 09:39:00 AM,YELLOW,"(39.9373636, -75.2068406)"
1401906,Trash,06/05/2014 09:36:00 AM,GREEN,"(39.97805731, -75.2669428)"
1401918,Trash,06/05/2014 09:33:00 AM,GREEN,"(39.97889589, -75.26827854)"
174284,Trash,06/05/2014 09:33:00 AM,GREEN,"(39.95480542, -75.18376053)"
171626,Trash,06/05/2014 09:28:00 AM,YELLOW,"(39.94268, -75.16557)"
171675,Trash,06/05/2014 09:25:00 AM,GREEN,"(39.9504, -75.1738)"
171806,Trash,06/05/2014 09:24:00 AM,YELLOW,"(39.93769717, -75.16652105)"
172056,Trash,06/05/2014 09:20:00 AM,YELLOW,"(39.9415, -75.1491)"
1401945,Trash,06/05/2014 09:18:00 AM,GREEN,"(39.997, -75.23514292)"
171926,Trash,06/05/2014 09:15:00 AM,GREEN,"(39.9421, -75.1524)"
1401960,Trash,06/05/2014 09:09:00 AM,GREEN,"(39.98671369, -75.23206053)"
171802,Trash,06/05/2014 09:09:00 AM,RED,"(39.94999589, -75.14385942)"
173191,Trash,06/05/2014 09:09:00 AM,GREEN,"(40.0099, -75.1932)"
1401948,Trash,06/05/2014 09:08:00 AM,GREEN,"(39.98583013, -75.23172834)"
1401946,Trash,06/05/2014 09:07:00 AM,GREEN,"(39.98576423, -75.23196933)"
173253,Trash,06/05/2014 09:06:00 AM,GREEN,"(40.00847124, -75.19420921)"
1401969,Trash,06/05/2014 09:05:00 AM,GREEN,"(39.98472888, -75.23144676)"
1401954,Trash,06/05/2014 09:05:00 AM,GREEN,"(39.98402601, -75.23134484)"
1401940,Trash,06/05/2014 09:05:00 AM,GREEN,"(39.98415724, -75.23136892)"
174235,Trash,06/05/2014 09:05:00 AM,GREEN,"(39.99376987, -75.13995557)"
1401927,Trash,06/05/2014 09:04:00 AM,RED,"(39.95083511, -75.17053796)"
174536,Trash,06/05/2014 09:03:00 AM,RED,"(40.00899178, -75.19396093)"
173112,Trash,06/05/2014 09:03:00 AM,GREEN,"(40.0088, -75.1943)"
1401932,Trash,06/05/2014 09:03:00 AM,GREEN,"(39.98361498, -75.2312)"
173216,Trash,06/05/2014 09:01:00 AM,GREEN,"(40.0096, -75.1959)"
173228,Trash,06/05/2014 09:00:00 AM,GREEN,"(40.0096, -75.1958)"
1401907,Trash,06/05/2014 08:57:00 AM,GREEN,"(39.95856842, -75.21412875)"
1401908,Trash,06/05/2014 08:57:00 AM,GREEN,"(39.95878027, -75.21408189)"
1401894,Trash,06/05/2014 08:51:00 AM,GREEN,"(39.95938471, -75.22088934)"
174564,Trash,06/05/2014 08:51:00 AM,YELLOW,"(39.9269, -75.1692)"
172129,Trash,06/05/2014 08:51:00 AM,GREEN,"(39.94371104, -75.15857551)"
1401936,Trash,06/05/2014 08:48:00 AM,YELLOW,"(39.95987565, -75.22460874)"
174425,Trash,06/05/2014 08:45:00 AM,GREEN,"(40.0266, -75.2098)"
174423,Trash,06/05/2014 08:43:00 AM,GREEN,"(40.03145482, -75.21336437)"
174772,Trash,06/05/2014 08:41:00 AM,RED,"(40.032663, -75.214928)"
172073,Trash,06/05/2014 08:40:00 AM,GREEN,"(39.955, -75.168)"
174770,Trash,06/05/2014 08:40:00 AM,GREEN,"(40.03288626, -75.21465516)"
171712,Trash,06/05/2014 08:39:00 AM,GREEN,"(39.94817412, -75.16463904)"
173209,Trash,06/05/2014 08:38:00 AM,GREEN,"(39.9533, -75.2174)"
172134,Trash,06/05/2014 08:37:00 AM,YELLOW,"(39.94787944, -75.17110729)"
174442,Trash,06/05/2014 08:37:00 AM,GREEN,"(40.03434908, -75.21604694)"
172237,Trash,06/05/2014 08:35:00 AM,RED,"(39.95102467, -75.15353755)"
174781,Trash,06/05/2014 08:35:00 AM,YELLOW,"(40.03457804, -75.21730729)"
171928,Trash,06/05/2014 08:34:00 AM,GREEN,"(40.03565608, -75.2174)"
174277,Trash,06/05/2014 08:32:00 AM,GREEN,"(40.03557661, -75.21731265)"
174286,Trash,06/05/2014 08:31:00 AM,GREEN,"(40.0356425, -75.21748735)"
171781,Trash,06/05/2014 08:30:00 AM,YELLOW,"(39.95046059, -75.17278391)"
174298,Trash,06/05/2014 08:30:00 AM,GREEN,"(40.0366, -75.2186)"
174279,Trash,06/05/2014 08:28:00 AM,GREEN,"(40.0367, -75.2188)"
171826,Trash,06/05/2014 08:27:00 AM,RED,"(39.95006906, -75.17077636)"
174758,Trash,06/05/2014 08:26:00 AM,GREEN,"(40.0357, -75.2176)"
171964,Trash,06/05/2014 08:21:00 AM,RED,"(39.9541, -75.1764)"
174268,Trash,06/05/2014 08:14:00 AM,GREEN,"(40.04, -75.2242)"
174306,Trash,06/05/2014 08:14:00 AM,GREEN,"(40.0401, -75.2244)"
174285,Trash,06/05/2014 08:10:00 AM,GREEN,"(40.0426, -75.2264)"
174464,Trash,06/05/2014 08:06:00 AM,GREEN,"(40.026, -75.1474)"
174774,Trash,06/05/2014 08:05:00 AM,GREEN,"(40.0459, -75.2326)"
174278,Trash,06/05/2014 08:05:00 AM,GREEN,"(40.0448, -75.2322)"
174287,Trash,06/05/2014 08:02:00 AM,YELLOW,"(39.9849, -75.1322)"
174754,Trash,06/05/2014 07:59:00 AM,GREEN,"(39.9544, -75.2259)"
174458,Trash,06/05/2014 07:58:00 AM,GREEN,"(39.95860411, -75.22534484)"
174866,Trash,06/05/2014 07:52:00 AM,YELLOW,"(40.00937396, -75.1513249)"
174446,Trash,06/05/2014 07:48:00 AM,GREEN,"(39.95710411, -75.22561802)"
1401922,Trash,06/05/2014 07:48:00 AM,YELLOW,"(39.96878767, -75.13619079)"
174870,Trash,06/05/2014 07:47:00 AM,YELLOW,"(40.02907394, -75.1468)"
174534,Trash,06/05/2014 07:45:00 AM,GREEN,"(39.957, -75.2253)"
174537,Trash,06/05/2014 07:43:00 AM,GREEN,"(39.95831234, -75.22507125)"
173074,Trash,06/05/2014 07:40:00 AM,YELLOW,"(39.9702, -75.1344)"
171795,Trash,06/05/2014 07:39:00 AM,RED,"(39.94559048, -75.16497125)"
173095,Trash,06/05/2014 07:37:00 AM,RED,"(39.9748, -75.1329)"
1401944,Trash,06/05/2014 07:37:00 AM,GREEN,"(39.95984934, -75.22500921)"
174532,Trash,06/05/2014 07:36:00 AM,GREEN,"(39.96015756, -75.22497166)"
172237,Trash,06/05/2014 07:34:00 AM,GREEN,"(39.95102467, -75.15353755)"
171749,Trash,06/05/2014 07:32:00 AM,GREEN,"(39.94473442, -75.16506204)"
174771,Trash,06/05/2014 07:27:00 AM,GREEN,"(39.96008092, -75.22476781)"
174529,Trash,06/05/2014 07:26:00 AM,GREEN,"(39.95977944, -75.22478391)"
171620,Trash,06/05/2014 07:23:00 AM,GREEN,"(39.94548475, -75.16499405)"
171763,Trash,06/05/2014 06:58:00 AM,GREEN,"(39.95012186, -75.1585751)"
173139,Trash,06/05/2014 06:48:00 AM,GREEN,"(40.05954203, -75.19035066)"
172231,Trash,06/05/2014 06:47:00 AM,GREEN,"(39.95348224, -75.17329656)"
174211,Trash,06/05/2014 06:37:00 AM,GREEN,"(40.0089, -75.1507)"
171868,Trash,06/05/2014 05:17:00 AM,GREEN,"(39.94517814, -75.17706093)"
171980,Trash,06/05/2014 01:42:00 AM,GREEN,"(39.94154803, -75.14926313)"
172248,Trash,06/05/2014 01:41:00 AM,RED,"(39.9416, -75.1498)"
171954,Trash,06/05/2014 01:41:00 AM,RED,"(39.95270489, -75.16696356)"
171922,Trash,06/05/2014 01:40:00 AM,YELLOW,"(39.9418, -75.1506)"
172009,Trash,06/05/2014 01:37:00 AM,YELLOW,"(39.9496, -75.1676)"
171926,Trash,06/05/2014 01:36:00 AM,YELLOW,"(39.9421, -75.1524)"
1401934,Trash,06/05/2014 01:34:00 AM,YELLOW,"(39.9498974, -75.16900011)"
171885,Trash,06/05/2014 01:34:00 AM,RED,"(39.9424087, -75.15550207)"
171913,Trash,06/05/2014 01:33:00 AM,GREEN,"(39.9421, -75.1537)"
171884,Trash,06/05/2014 01:32:00 AM,GREEN,"(39.9423, -75.1554)"
1401943,Trash,06/05/2014 01:32:00 AM,YELLOW,"(39.94999198, -75.16920933)"
171912,Trash,06/05/2014 01:32:00 AM,GREEN,"(39.9424, -75.1554)"
1401920,Trash,06/05/2014 01:30:00 AM,YELLOW,"(39.95064594, -75.1689179)"
174787,Trash,06/05/2014 01:29:00 AM,YELLOW,"(39.98956129, -75.15578297)"
172215,Trash,06/05/2014 01:29:00 AM,YELLOW,"(39.94307403, -75.15198927)"
171667,Trash,06/05/2014 01:28:00 AM,RED,"(39.95312, -75.16853)"
171988,Trash,06/05/2014 01:26:00 AM,GREEN,"(39.9537, -75.1685)"
172048,Trash,06/05/2014 01:23:00 AM,YELLOW,"(39.952335, -75.163789)"
172130,Trash,06/05/2014 01:23:00 AM,GREEN,"(39.9432, -75.1503)"
172052,Trash,06/05/2014 01:21:00 AM,GREEN,"(39.955, -75.1693)"
173229,Trash,06/05/2014 01:16:00 AM,YELLOW,"(39.94239276, -75.15551012)"
171906,Trash,06/05/2014 01:14:00 AM,RED,"(39.9428, -75.1584)"
171991,Trash,06/05/2014 01:14:00 AM,RED,"(39.95170581, -75.1704088)"
171796,Trash,06/05/2014 01:14:00 AM,YELLOW,"(39.9427, -75.1587)"
171871,Trash,06/05/2014 01:13:00 AM,YELLOW,"(39.9428933, -75.15875364)"
1401961,Trash,06/05/2014 01:12:00 AM,RED,"(39.95161636, -75.17023929)"
171975,Trash,06/05/2014 01:12:00 AM,YELLOW,"(39.94311105, -75.16029464)"
171862,Trash,06/05/2014 01:10:00 AM,YELLOW,"(39.94312262, -75.16174752)"
171908,Trash,06/05/2014 01:08:00 AM,GREEN,"(39.94118493, -75.14544452)"
171996,Trash,06/05/2014 01:08:00 AM,RED,"(39.9412229, -75.14581569)"
1401912,Trash,06/05/2014 01:08:00 AM,RED,"(39.95009479, -75.17056116)"
171886,Trash,06/05/2014 01:07:00 AM,RED,"(39.94382056, -75.1673088)"
174749,Trash,06/05/2014 01:03:00 AM,YELLOW,"(39.94496992, -75.15979312)"
171971,Trash,06/05/2014 01:03:00 AM,YELLOW,"(39.9519, -75.1718)"
172031,Trash,06/05/2014 12:57:00 AM,YELLOW,"(39.94476946, -75.15809115)"
172124,Trash,06/05/2014 12:56:00 AM,YELLOW,"(39.9452, -75.1593)"
172155,Trash,06/05/2014 12:54:00 AM,GREEN,"(39.94524113, -75.15016326)"
171867,Trash,06/05/2014 12:54:00 AM,YELLOW,"(39.95351776, -75.17308816)"
172174,Trash,06/05/2014 12:54:00 AM,YELLOW,"(39.9450329, -75.16149312)"
172136,Trash,06/05/2014 12:52:00 AM,GREEN,"(39.94495476, -75.1483498)"
172160,Trash,06/05/2014 12:51:00 AM,YELLOW,"(39.9447, -75.1466)"
172218,Trash,06/05/2014 12:49:00 AM,YELLOW,"(39.9459, -75.1683)"
172116,Trash,06/05/2014 12:49:00 AM,YELLOW,"(39.94947965, -75.1741502)"
171990,Trash,06/05/2014 12:48:00 AM,GREEN,"(39.95198094, -75.17356781)"
172189,Trash,06/05/2014 12:45:00 AM,YELLOW,"(39.9466, -75.1628)"
171775,Trash,06/05/2014 12:44:00 AM,YELLOW,"(39.9506, -75.1772)"
172207,Trash,06/05/2014 12:43:00 AM,RED,"(39.9461, -75.1595)"
172158,Trash,06/05/2014 12:39:00 AM,YELLOW,"(39.9469, -75.1545)"
172225,Trash,06/05/2014 12:39:00 AM,YELLOW,"(39.9463, -75.1701)"
172164,Trash,06/05/2014 12:37:00 AM,YELLOW,"(39.9474, -75.1577)"
172202,Trash,06/05/2014 12:37:00 AM,YELLOW,"(39.9492, -75.151)"
172058,Trash,06/05/2014 12:36:00 AM,YELLOW,"(39.9477, -75.1609)"
171836,Trash,06/05/2014 12:35:00 AM,YELLOW,"(39.94934503, -75.15241609)"
171769,Trash,06/05/2014 12:35:00 AM,YELLOW,"(39.94947382, -75.15242875)"
172065,Trash,06/05/2014 12:32:00 AM,YELLOW,"(39.9467, -75.1746)"
172003,Trash,06/05/2014 12:32:00 AM,YELLOW,"(39.94794935, -75.15419848)"
171967,Trash,06/05/2014 12:32:00 AM,YELLOW,"(39.947, -75.1766)"
171940,Trash,06/05/2014 12:30:00 AM,GREEN,"(39.9487, -75.1542)"
171872,Trash,06/05/2014 12:26:00 AM,YELLOW,"(39.94402597, -75.16883219)"
171813,Trash,06/05/2014 12:25:00 AM,YELLOW,"(39.95027793, -75.15869848)"
171881,Trash,06/05/2014 12:24:00 AM,YELLOW,"(39.94404523, -75.17076048)"
171715,Trash,06/05/2014 12:23:00 AM,RED,"(39.95091691, -75.16381032)"
171863,Trash,06/05/2014 12:23:00 AM,YELLOW,"(39.9446, -75.1736)"
1401901,Trash,06/05/2014 12:22:00 AM,GREEN,"(39.94981411, -75.16198159)"
1401890,Trash,06/05/2014 12:22:00 AM,YELLOW,"(39.94984262, -75.16192971)"
171676,Trash,06/05/2014 12:21:00 AM,YELLOW,"(39.95080271, -75.16384178)"
172159,Trash,06/05/2014 12:20:00 AM,YELLOW,"(39.94958636, -75.1603165)"
171858,Trash,06/05/2014 12:19:00 AM,YELLOW,"(39.9453, -75.1787)"
171713,Trash,06/05/2014 12:19:00 AM,YELLOW,"(39.94939959, -75.16414125)"
171767,Trash,06/05/2014 12:17:00 AM,YELLOW,"(39.95066169, -75.16168775)"
171738,Trash,06/05/2014 12:17:00 AM,RED,"(39.95006861, -75.14562297)"
171237,Trash,06/05/2014 12:17:00 AM,YELLOW,"(39.94811345, -75.16433636)"
171893,Trash,06/05/2014 12:17:00 AM,YELLOW,"(39.94603983, -75.17682297)"
172211,Trash,06/05/2014 12:16:00 AM,YELLOW,"(39.94690661, -75.16470255)"
171887,Trash,06/05/2014 12:15:00 AM,YELLOW,"(39.94590282, -75.17468735)"
171670,Trash,06/05/2014 12:15:00 AM,GREEN,"(39.95047, -75.14738)"
171795,Trash,06/05/2014 12:15:00 AM,RED,"(39.94559048, -75.16497125)"
171747,Trash,06/05/2014 12:13:00 AM,YELLOW,"(39.9436933, -75.16529423)"
171669,Trash,06/05/2014 12:12:00 AM,YELLOW,"(39.95101, -75.16573)"
171793,Trash,06/05/2014 12:11:00 AM,YELLOW,"(39.95121645, -75.16713219)"
172241,Trash,06/05/2014 12:11:00 AM,YELLOW,"(39.94087484, -75.16587277)"
173181,Trash,06/05/2014 12:10:00 AM,YELLOW,"(39.95070411, -75.15046437)"
171643,Trash,06/05/2014 12:09:00 AM,YELLOW,"(39.9508, -75.152)"
